"Frame","ROI0","ROI1","ROI2","ROI3","ROI4","ROI5","ROI6","ROI7","ROI8","ROI9","ROI10","ROI11","ROI12","ROI13","ROI14","ROI15","ROI16","ROI17","ROI18","ROI19","ROI20","ROI21","ROI22","ROI23","ROI24","ROI25","ROI26","ROI27","ROI28","ROI29"
228,33.675,74.662,59.467,46.234,118.381,83.75,41.167,53.682,62.794,34.921,59.521,53.52,65.486,42.725,56.798,48.604,43.062,32.244,45.176,51.442,61.557,55.347,40.287,34.773,44.938,41.667,71.656,49.618,49.776,48.597
229,34.55,64.725,55.617,46.328,120,79.75,42.1,51.227,57.176,41.101,63.24,55.733,64.108,46.373,48.107,46.188,36.797,35.598,38.118,68.212,58.836,53.764,48.162,34.727,44.167,33.75,70.295,39.838,53.724,49.597
230,35.65,61.625,61.533,41.328,110.286,80.404,39.45,59.364,56.971,39.607,62.792,52.253,65.378,44.216,41.548,48.375,39.562,35.317,41.5,70.865,55.393,55.653,41.062,30,45.938,28.889,66.443,54.588,55.259,47.389
231,33.625,46.05,59.067,46.969,112,72.673,40.017,54.182,54.471,60.899,58.427,55.987,62.784,55.922,42.619,43.583,37.703,33.854,44.588,77,54.23,60.361,48.287,34.75,55.812,33.667,67.869,51.353,58.776,47.556
232,35.6,54.05,62.017,49.047,109.714,77.404,40.45,52.773,48.088,64.393,56.302,53.013,54.27,51.98,41.06,49.125,39.609,37.622,84.324,64.346,50.557,60.403,41.225,38.705,42.938,35.25,70.23,45.809,64.19,42.194
233,31.025,45.075,63.35,41.141,112.286,84.423,38.833,51.75,53.735,53.921,57.781,55.373,61.649,42.294,39.345,76.667,39.047,34.366,81.353,73.269,61.164,58.403,41.375,31.045,51.542,35,63.098,48.132,48.586,50.972
234,81.662,46.875,63.133,40.328,112.524,78.692,37.217,56.136,51.824,50.708,59.708,56.707,64.135,45.647,36.893,71.396,35.547,37.732,59.118,58.885,50.131,58.833,43.475,35.568,45.646,36.389,59.541,48.691,53.569,49.722
235,92.088,49.463,63.45,42.641,142.81,74.192,43.633,48.659,54.029,45.64,59.604,58.707,63.108,45,36.976,84.271,44.281,35.768,47.824,58.385,54,62.639,44.537,36.682,47.104,44.917,56.508,48.912,55.448,45.014
236,78.988,43.963,55.35,43.938,121.381,78.288,42.917,56.159,49.294,47.348,59.448,50.973,54.622,48.961,35.857,92.75,36.344,38.744,41.471,57.308,58.262,65.333,41.562,32.227,42.625,39.833,61.23,46.132,49.759,47.986
237,65,44.525,62.533,36.844,134.81,81.404,40.583,52.614,53.588,54.18,84.5,56.12,60.297,56,40.226,61.667,37.797,33.171,45.206,52.75,53.967,56.028,41.6,37.568,48.271,41.556,58.902,42.603,53.207,46.792
238,61.362,43.037,63.15,43.203,114.762,77.962,41.983,49.273,49.088,43.258,99.281,56.387,51.081,52.98,35.5,62.625,42.078,37.5,33.588,63.423,51.836,56.181,43.037,32.591,54.729,40.167,54.967,48.265,62.759,43.458
239,57.588,45.263,60.8,37.734,110.381,83.538,41.633,56.659,47.5,45.652,99.604,53.187,53.243,64.255,35.238,54.917,46.594,34.232,36.029,58.385,55.213,57.5,41.112,50.159,59.312,30.083,64.836,46.956,50.172,44.847
240,49.2,44.075,54.4,39.844,89,70.404,47.517,48.227,51.647,40.348,104.323,56.413,63.405,108.824,33.321,49.917,49.75,33.634,45.412,54.019,56.41,56.486,60.125,56.5,49.104,36.472,53.918,45.544,61.638,50.306
241,45.175,43.862,61.183,48.219,86.238,79.038,42.2,50.136,48.559,40.978,83.073,61.427,53.811,73.804,32.726,55.792,73.125,36.744,86.559,48.865,53.623,59.444,84.775,56.295,45.021,37.111,59.279,47.176,61.931,51.056
242,39.487,71.713,62.7,46.344,84.476,67.519,45.583,54.773,48.971,40.236,77.906,52.72,65.351,59.137,35.56,42.417,75.078,40.902,70.118,56.096,50.869,58.569,87.412,51.091,50.854,31.889,60.508,44.588,53.759,47.111
243,38.513,78.5,57.867,55.891,63.905,75.577,37,52.045,53.647,40.393,72.719,54.613,61.27,57.098,36.571,46.292,76.891,31.524,50.324,44.769,55.393,59.625,71.3,39.341,48.271,32.667,57.23,48.191,53.621,44.569
244,33.775,67.037,70.55,90.812,70.714,87.962,37.883,49.159,54.324,52.281,66.177,53.813,74.459,86.824,33.738,41.208,84.234,34.793,53.147,53.423,51.934,53.708,76.787,39.591,63.396,34.25,49.77,50.471,60.931,47.264
245,41.75,57.45,75.8,73.438,58.476,87.808,39.017,50.364,62.059,45.236,68.865,54.92,52.297,114.353,38.345,43.917,87.781,34.073,44.265,46.538,57.984,49.389,78.113,34.705,72.375,42.389,57.541,49.647,56.569,47.889
246,37.75,53.2,75.25,64.016,60.19,99.058,35.1,57.909,58.853,49.461,66.5,52.72,49.892,79.255,42.012,54.521,68.109,33.5,38.412,51.212,51.246,58.028,75.713,36.227,55.438,31.611,56.557,47.5,63.414,50.847
247,36.35,49.7,65.917,55.609,52.571,86.654,41.183,60.432,50.912,39.865,57.135,55.8,53.189,59.843,33.94,44.667,53.266,38.793,50.206,57.5,46.066,56.389,76.562,35,50.771,37,61.918,48.412,64.328,51.972
248,40.388,47.7,64.55,51.047,49.524,84.962,40.717,49.023,58.059,40.011,58.677,54.64,54,51.824,36.369,42.25,45.281,35.988,38.471,59.077,47.131,55.556,77.137,33.341,42.229,32.583,53.148,46.824,60.172,48.694
249,35.787,46.775,60.067,45.578,53,85.462,48.35,55.114,51.206,36.966,60.219,54.333,58.649,64.039,33.405,54.292,42.484,35.378,38.912,65.115,52.639,57.125,72.287,37.5,49.917,34.333,55.951,48.706,56.983,44.639
250,34.062,47.375,59.783,41.531,65.619,89.096,43.467,43.955,42.618,38.461,62.323,58.027,50.649,54.078,37.024,49.729,45.859,37.927,43.735,68.25,55.262,54.292,83.25,29.386,46.25,38.028,62.459,47.147,50.862,48.708
251,38.15,73.8,87.3,50.609,62.762,89.173,43.467,53.523,48.294,33.022,64.448,61.68,53,53.373,36.262,48.375,43.344,38.22,55.059,55.788,53.164,50.125,89.637,29.409,51.438,39.111,54.574,48.662,60.966,47.431
252,38.713,76.838,86.717,50.984,54.238,110.019,49.25,59.5,50.588,35.472,60.531,58.547,57.676,41.294,34.583,53.521,46.375,38.098,45.147,59.288,51.82,59.278,79.488,38.523,40.083,41.778,55.016,50.044,61.276,49.639
253,37.312,66.688,83.283,44.688,56.81,108.385,44.617,49.455,51.559,37.989,67.208,49.907,57.351,49.804,35.738,46.458,42.047,39.585,42.5,50.538,48.213,59.375,77.425,55.682,61.333,29.306,57.164,42.309,63.121,47.861
254,39.763,57.75,89.133,47.422,48.143,116.442,39.867,53.205,52.559,36.596,59.552,53.36,63,49.647,34.94,52.812,41.438,35.756,47.706,46.173,55.475,57.639,66.637,52.932,69.667,32.444,59.41,43.471,63.759,50.792
255,40.325,51.65,70.967,46.203,50.619,100.654,44.017,57.045,54.294,35.449,59.219,53.733,51.054,52.392,36.583,48.167,37.906,38.634,39.706,48.423,57.361,53.167,67.5,48.364,64.125,34.889,52.033,38.206,64.534,47.181
256,64.037,67.588,67.25,41.266,57.476,96.096,40.25,56.977,49.441,42.831,56.583,57.093,55.73,49.196,31.202,45.062,41.562,37.11,40.382,48.327,55.049,56.097,57.7,44.273,52.312,30.111,54.918,45.088,64.879,42.792
257,87.963,73.325,52,43.641,54.714,96.962,42.483,53.795,53.088,42.989,55.635,57.867,59.27,55.235,32.595,64.25,39.781,34.72,34.471,41.635,55.541,57.542,56.95,36.045,48.562,32.528,57.672,39.338,61.741,46.708
258,86.125,63.6,60.317,40.719,55.19,76.962,42.3,55.477,49.706,35.91,59.781,55.267,61.676,49.569,37.226,77.5,44.859,34.841,40.412,45.615,52.23,63.056,48.65,36.273,51.312,36.917,58.066,41.662,60.241,53.875
259,79.125,64.3,63.067,43.719,54.952,83.731,53.533,56.341,51.647,37.888,57.26,56,53.27,53.824,30.774,79.458,35.984,34.11,41.618,47.135,56.213,56.139,49.438,27.591,47,33.944,54.77,44.118,54.328,43.736
260,72.188,54.662,63.683,45.781,48.857,83.923,83.05,51.886,46.412,36.888,58.875,53.68,63.216,49.922,36.024,63.979,42.172,35.902,34.206,55.269,51.115,61.042,47.6,33.455,70.958,33.528,53.902,48.809,58.138,43.389
261,51.438,54.662,59.967,42.453,53.857,73.923,78.05,55.659,41.441,40.393,56.698,56.04,58.973,44.137,33.202,59.5,33.594,37.976,67.588,59.327,53.541,61.5,50.65,27.591,61.292,34.139,53.41,45.691,56.121,43.542
262,54.237,48.112,57.967,36.469,52.81,83.327,67.083,54.341,48.471,33.989,60.229,61.667,50.297,48.667,32,56.188,35.234,38.549,95,68.404,49.213,65.444,44.213,31.841,52.938,38.056,59.951,48.794,54.172,47.375
263,49.562,45.112,60.517,39.469,53.81,83.346,61.483,50.045,55.382,32.584,69.719,51.813,60.568,50.529,37.274,42.292,63.219,37.317,80.029,67.25,51.869,59.292,41.963,30.841,43,36.861,50.59,49.324,61.483,47.444
264,43.975,47.188,59.683,42.797,45.048,91.712,53.333,52.841,51.471,38.315,103.635,55.36,56.703,51.353,35.274,46.125,66.828,34.268,66.706,69.288,46.148,65.153,45.45,31.023,43.604,36.75,57.41,46.206,61.621,46.222
265,38.025,48.4,61.033,39.844,44.19,77.846,52.2,49.955,54.618,35.157,98.302,52.12,58.514,57.961,27.286,48.562,77.656,37.902,61.059,60.615,51.574,64.236,41.425,28.273,41.333,40.278,58.082,45.735,53.724,44.139
266,46.025,59.088,52.433,45.734,59.81,87.327,53.317,49.773,56.647,37.326,80.781,52.16,48.73,103.412,32.667,50.938,63.875,36.439,49,64.269,51.311,57.306,43.425,35.932,34.25,43.639,61.934,44.926,60.672,42.528
267,37.1,78.213,61.267,44.328,47.143,81.885,44.267,49.614,44.941,39.955,79.271,60.467,58.27,90.667,36.143,46.854,55.109,31.89,41.735,72.135,51.82,64.583,50.025,34.818,41.042,36.361,57.016,44.691,56.345,42.833
268,36.05,77.3,59.867,46.109,44.714,76.788,47.7,58.091,53.353,39.663,71.24,54.64,60.73,61.078,35.595,48.521,51.922,28.366,48.382,68.865,55.885,61.042,41.963,39.341,54.812,39.389,56.656,45.221,60.259,47.917
269,38.475,58.7,55.233,45.969,54.524,80.538,41.617,52.136,47.088,36.124,64.208,55.827,56.757,59.294,30.726,52.688,52.203,32.683,52.265,86.115,58.443,62,42.125,30.227,41.812,39.583,52.213,47.912,55.19,42.681
270,37.537,55.65,66.567,39.109,52.905,79,33.767,51.932,48.353,36.371,67.51,58.613,49.27,54.588,33.298,48.354,52.703,34.5,64.235,72.135,55.525,51.569,45.4,31.045,48.875,34.167,52.803,42.353,55.672,46.986
271,39.475,44.162,59.083,38.766,56.667,81.827,49.017,53.318,49.853,41.899,61.021,47.693,53.243,54.059,37.536,47.104,43.203,35.134,92.206,66.885,51.311,55.625,38.95,33.068,50,38.611,60.246,49.691,53.793,47.694
272,34.35,57.388,66.4,46.312,52.619,68.096,44.483,49.364,45.529,35.584,60.99,55.093,56.757,67.941,35.06,52.208,45.688,35.61,83.676,63,44.984,63.889,41.6,38.455,46.875,28.833,46.705,50.985,51.241,49.542
273,35.375,77.775,59.217,41.359,48.857,81.615,42.517,57.386,50.353,29.955,63.51,53.573,59.514,51.176,31.19,47.208,47.25,33.915,76.147,65.481,50.754,58.806,43.025,59.318,48.208,36.083,59.689,44.221,57.534,49.542
274,37.45,81.475,59.85,45.438,50.429,77.673,40.017,49.114,47.735,31.416,60.26,52.307,64.216,47.176,32.536,42.958,38.188,35.354,56.735,71.231,49.246,56.5,39.338,53.114,46.25,35.667,50.607,49.809,58.552,44.681
275,36.162,64.113,61.8,40.844,55.429,69.404,37.683,53.227,42.118,36.281,64.865,58.227,63.108,53.824,35.19,44.604,45.672,31.085,85.559,81.096,46.328,57.847,41.425,48.523,42.375,32.194,53.459,44.809,48.5,47.75
276,38.487,61.487,60.983,41.375,44.238,82.288,40.967,52.045,45.294,34.921,64.76,53.107,61.135,48.686,42.143,48.021,80.875,35.28,78.471,77.981,52.623,54.375,41.737,45.182,44.229,34.194,55.279,42.691,51.741,51.042
277,35.775,56.888,57.567,46.891,42.714,76.865,44.217,54.932,46.647,37.921,57.333,53.133,59.568,55.471,36.298,48.75,84.625,34.561,63.912,67.404,49,64.194,43.75,40.591,39.438,31.778,52.098,44.794,49.069,49.167
278,32.675,51.625,60.217,45.906,46.095,82.154,43.2,57.977,39.206,39.933,84.25,58.707,57.162,47.216,32.369,43.917,68.281,41.39,47.912,54.308,49.557,54.181,43.6,32.886,62.938,29.5,54.918,48.706,56.431,42.694
279,36.775,48.975,60.417,42.016,43.095,77.404,39.483,61.409,55.382,36.011,81.583,52.76,54.351,55.725,36.488,47.083,76.109,38.402,49.324,55.173,50.951,58.944,42.2,42.818,61.708,38.611,55.328,49.824,52.431,49.375
280,33.987,43.4,57.483,40.625,46,76.558,41.517,53.659,48.676,30.921,78.479,60.893,56.703,49.216,36,70.583,63.656,38.22,39.029,57.481,50.951,58.764,39.425,51.409,45.083,35.694,56.836,45.618,52.845,42.653
281,39.438,54.475,51.917,45.797,46.762,75.173,39.05,55.409,56.912,36.809,79.219,53.12,56.216,46.843,32.274,76.375,51.641,40.11,95.676,55.981,55.426,52.833,43.638,59.682,49.667,30.889,48.557,46.059,59.414,48.278
282,37.775,72.137,52.2,37.359,49.571,75.558,48.417,53.682,43,34.91,85.76,51.027,60,60.392,33.321,68.708,54.672,35.122,71.676,49.923,52.672,59.417,35.237,59.068,42.812,25.972,47.82,45.294,54.207,39.958
283,38.787,59.737,55.833,39.266,53.238,82.654,36.417,42.341,58.765,36.618,99.698,48.653,47.054,51.941,37.44,56.562,46.406,35.415,64.412,50.923,51.525,57.25,44.05,46.682,43.146,32.833,49.869,43.706,57.741,50.556
284,40.5,57.888,55.933,41.828,43.095,81.962,47.583,49.659,48.765,37.787,86.5,54.347,55.108,44.098,31.048,61.146,41.453,38.476,54.5,53.115,51.164,57.931,41.162,41.523,39.583,30.556,50.623,45.044,53.672,46.5
285,39.888,47.5,67.75,36.797,50.476,81.173,42.033,50.477,48.882,34.719,83.792,61.693,46.486,55.745,32.357,47.917,46.203,31.256,43.5,58.731,45.557,56.069,43.45,35.636,41.688,36.806,53.885,44.5,55.121,42.944
286,39.125,52.1,81.633,45.891,55.333,89.462,45.083,55.795,47.559,35.989,72.188,59.267,54.892,48.451,31.869,46.146,42.047,34.671,57.794,65.962,57.738,57.194,73.312,31.114,40.312,36.222,54.574,47.206,53.983,44.778
287,72.75,76.5,71.333,81.109,52.143,94.75,81.767,49,50.647,34.517,68.26,53.947,58.162,46.137,32.75,50.604,41.25,36.146,85.471,68.173,48.967,55.125,82.7,28.727,45.021,27.694,49.41,43.632,55.362,43.833
288,89.688,69.588,63.6,79.703,45.095,87.423,92.733,50.295,47.618,33.348,69.385,50.84,59.432,50.431,28.381,52.083,41.953,33.939,92.676,68.154,49.049,58.042,65.988,27.773,40.792,31.306,55.066,46.221,61.017,44.889
289,81.262,63.225,75,68.172,67.381,94.077,84.083,53.75,42.971,41.146,57.844,53.893,61.351,45.49,32.095,51.583,45.453,37.024,80.471,56.135,56.705,54.208,61.425,27.409,41.646,36.861,49.689,43.088,51.121,47.417
290,60.9,69.188,78.367,56.109,69.19,86.846,67.183,45.386,46.059,32.708,64.208,55.213,58.568,49.627,29.762,40.562,43.469,34.378,61.471,55.654,56.492,53.222,60.5,31.705,46.5,34.722,56.951,44.632,51.121,41.514
291,57.475,76.887,80.117,49.562,77.762,97.577,47.983,52.591,44.029,49.18,68.021,54.373,59.108,43.51,32.048,44.979,42.719,30.829,60.118,54.077,60.508,58.194,53.925,34.659,47.438,34.389,56.361,46.426,59.672,44.819
292,56.225,83.925,62.867,47.094,57.619,92.308,51.867,43.364,42.235,52.483,61.51,55.92,53.892,47.863,33.762,55.062,41.953,37.671,45.412,49.173,55.393,50.417,48.412,29.523,45.5,35.389,56.328,48.794,49.224,44.069
293,49.912,72.738,64.95,47.797,58.476,79.365,43.95,50.136,45.618,53.865,63.562,55.227,49.541,46.725,32.512,50.271,44.688,37.122,46.088,43.865,48.885,61.486,48.912,30.932,45.958,38.417,50.164,45.015,51.69,45.556
294,48.25,61.213,69.633,44.281,58.429,83.692,47.383,60.818,47.088,50.112,54.969,57.24,52.811,51.216,35.179,49.417,39.938,36.988,37.912,60.75,54.262,52.042,44.625,29.932,40.708,34.556,51.623,44.897,59.724,48.972
295,43.713,58.825,62.95,44.328,57.143,78.519,48.417,57.114,45.353,45.933,63.094,51.347,53.73,47.529,30.238,44.333,42.016,35.146,37.382,54.288,51.607,51.056,41.4,36.977,55.146,35.333,54.59,42.75,56.81,48.597
296,44.112,74.725,58.117,59.172,63.714,81,42.083,52.841,48.412,52.528,61.615,53.067,59.297,47.255,32.429,44.083,40.641,32.915,32.941,53.058,48.59,58.389,43.688,28.295,51.292,39.111,57.393,50.603,54.086,45.042
297,36.013,73.988,63.967,68.969,50.762,79.731,38.317,45.386,51.324,47.843,58.865,51.64,70.324,45.471,29.036,49.396,41,39.573,38.471,56.808,57.131,57.361,40.625,33.205,42.958,32.222,49.016,43.5,60.655,48
298,42.787,63.575,61.9,57.172,53.857,82.058,36.783,50.136,48.824,38.135,60.188,54.8,65.946,47.863,34.44,42.458,42.094,33.841,35.765,45.096,43.443,57.542,42.65,34.5,43.542,29.278,54.918,48.059,63.914,41.222
299,33.95,53.263,56.317,49.469,49.619,80.327,42.033,49.841,48.206,40.011,58.833,54.307,78.595,49.373,33.381,43.688,40,32.537,36.912,59.769,50.623,58.194,52.725,26.727,33.042,35.194,58.41,47.721,59.276,50.153
300,38.662,50.713,55.967,49.422,67.238,79.962,36.883,57.205,43.882,38.506,57.875,56.627,77.514,49.255,27.81,42.812,38.797,37.634,35.735,47.269,50.59,49.389,71.75,33.795,56.896,34.889,58.393,44.735,66.103,47.931
301,36.263,47.425,59.1,49.734,46.286,79.731,35.05,56.5,50,37.551,57.76,58.347,63.27,54.059,30.917,42.333,40.719,43.354,37.529,49.615,44.213,51.347,83.512,31.864,52.396,35.5,67.279,49.353,69.741,43.194
302,35.312,43,54.483,47.766,58.571,69.692,40.383,48.841,50.029,34.461,57.26,56.2,71.784,48.529,32.452,41.896,40.344,33.329,28.294,55.481,53.148,52.528,79.6,31.091,47.75,37.639,63.918,47.735,55.724,47.028
303,32.237,42.3,63.667,49.484,45.19,67,39.883,49.977,44.5,38.056,61.573,56.507,69.243,50.588,33.083,40.729,44.391,33.634,38.588,53.731,51.639,55.167,66.45,28.932,49.146,32.083,55.77,41.397,53.603,39.778
304,34.162,46.513,51.9,50.859,52.857,77.981,42.083,47.227,46.471,37.798,68.24,54.493,62.811,54.863,33.31,41.375,38.625,31.72,80.618,59.673,53.59,55.903,64.15,55.341,48.062,33.167,50.852,42.853,51.638,51.111
305,32.725,66.988,59.383,44.812,51.286,79.981,37.067,50.25,42.676,31.315,63.406,54.4,63.432,51.353,35.06,46.521,45.609,41.817,66.559,49.423,52.279,55.208,53.925,54.636,46.458,32.917,60.836,44.574,54.034,48.514
306,36.75,75.85,58.383,48,44.476,77.827,43.583,51.75,43.412,35.573,65.906,51.72,54.486,56.353,34.595,39.917,43.906,38.098,58.559,61.827,53.836,52,54.362,49.205,43.812,35.111,64.787,46.588,57,43.333
307,34.662,67.188,68.483,47.281,52,75.288,42,53.75,40.824,36.202,65.125,53.48,53.73,104.706,35.631,43.833,43.312,37.207,44.676,55.404,53.049,52.208,48.862,47.727,42.604,37.611,66,42.706,50.983,46.778
308,36.188,52.95,64.033,48.703,50.667,75.808,37.25,50.341,49.118,34.022,67.427,53.68,60.486,87.647,34.095,49.021,34.734,34.268,45.471,46.846,49.705,57.792,42.025,43.568,43.229,35.889,53.902,46.426,56.741,41.514
309,71.287,52.237,59.183,48.734,53.476,79.019,42.25,68.136,45.118,36.146,71.479,54.28,63.216,108.51,34.821,40.812,36.25,34.573,39.971,50.615,54.852,53.889,44.075,48.25,37.062,34.806,56.541,43.897,50.052,44.639
310,85.713,47.5,54.3,40,47.952,80.596,39.217,53.818,42.176,31.169,67.062,45.6,65.189,82.667,32.071,49.083,49.375,37.159,46,47.346,52.098,55.194,42.787,52.955,43.104,33.722,55.279,40.015,54.362,42.306
311,75.075,45.775,54.933,47.125,39.286,76.654,36.383,45.409,45.5,32.292,63.969,56.2,63.405,65.549,35.512,51.875,38.406,38.72,33.147,53.846,44.393,57.694,41.825,41,60.333,33.528,58.148,47.441,50.724,44.597
312,68.35,44.225,52.367,45.453,39.714,75.865,39.35,55.682,49.176,33.292,68.75,55.36,53.568,56.078,27.25,41.438,50.344,33.451,29.441,48.788,45.033,49.528,39.925,44.682,59.812,30.583,58.41,45.338,56.569,39
313,64.35,39.5,54.75,47.797,51.762,81.462,36.75,45.932,49.882,35.685,65.531,52.093,57.649,55.627,28.44,39.625,60.062,36.402,31.529,64.135,52.279,51.917,45.612,30.227,57.542,41.417,53.689,55.676,50.897,42.403
314,52.4,42.862,64.167,37.125,45,80.942,40.433,50.5,47.559,30.573,56.104,57.413,56.378,52.471,30.738,48,80.219,34.598,32.176,60.442,46.426,53.958,40.213,31.386,49.396,32.306,52.18,50.485,50.017,48.361
315,51.675,42.625,57.567,46.281,46.762,75.942,41.4,54.591,46.882,33.101,54.865,57.88,62.514,49.549,29.44,40.292,77.969,35.805,34.176,64.769,49.295,55.569,34.125,28.295,52.958,36.611,49.852,45.059,50.948,45.917
316,71.525,48.5,64.317,47.047,47.524,70.346,34.083,52.636,46.059,36.652,58.344,50.147,69.135,49.529,33.381,43.396,71.75,38.451,36.824,63.923,52.672,62.111,42.987,24.75,45.583,35.361,52.016,46.485,51,48.847
317,73.475,39.912,65.133,40.047,50.381,69.038,36.5,54.023,49.088,29.742,66.51,52.76,67.216,47.627,26.548,46.625,63,38.122,33,75.019,56.033,57.889,45.7,33.909,49.208,35.972,48.902,46.309,50.034,41.958
318,70.6,39.612,60.667,38.469,42.524,71.077,38.683,53.523,48.412,39.438,62.354,56.32,65.595,48.294,31.155,44.979,53.5,41.427,42.647,63.962,56.918,46.347,44.025,41.682,40.688,40.556,54.279,45.882,53.603,46.139
319,56.688,68.725,58.183,42.719,47.095,73.538,39.75,51.75,45.588,38.079,55.5,51.32,62.649,42.706,35.631,45.479,57.047,35.329,73.588,60.558,58.984,55.278,42.812,56.864,39.875,36.889,54.131,46.647,50.638,46.667
320,49.513,77.55,53.4,40.938,46.476,72.75,43.433,49.25,48.765,37.146,65.708,52.093,64.054,42.686,29.81,47.521,68.531,32.463,73.176,55.75,68.41,58.181,43.425,63.909,40.083,38.556,54.213,48.206,46.414,46.236
321,44.025,66.738,58.533,38.938,44.714,73,42.617,54.614,47.765,34.843,61.406,48,59.649,68.686,30.417,37.979,81.125,37.232,54.382,54.442,80.311,59.653,37.575,56.614,36.208,33.083,54.262,51.882,51.466,40.792
322,51.062,71.375,61.267,39.812,51.048,72.75,41.383,49.295,49.324,33.888,59.323,50.467,57.865,108.627,33.083,47.771,84.203,33.463,46.882,52.288,74.656,58.625,39.138,72.818,50.229,39.611,54.721,42.544,51.69,44.667
323,45.7,69.275,63.45,43.328,51.238,79.942,39.217,51.136,47.529,31.91,57.333,53.547,52.919,81.51,28.714,44.812,67.812,33.841,37.647,47.615,65.262,58.375,39.713,61.705,42.771,32.75,56.705,44.412,57.983,42.972
324,36.438,70,57.933,38.125,48.19,72.308,39.433,45.75,44.441,35.225,63.333,49.987,61.676,63.216,30.619,39.292,57.578,30.293,45.441,55.538,54.82,59.667,39.588,46.182,49.146,37.306,53.197,45.382,53.914,47.528
325,37.438,59.737,57.767,48.453,52.429,76.192,47.4,46.295,48.529,34.146,60.656,58.36,57.243,48.725,28.774,51.333,58.953,38.512,32.824,50.808,55.607,67.792,37.438,41.159,42.458,41,49.492,46.118,48.207,50.708
326,33.263,55.013,59.517,40.25,53.238,82.788,41.9,45.341,43.559,32.989,59.344,52.4,67.541,50.118,31.869,36.854,50.391,32.561,30.5,53.75,55,58.944,39.225,33.523,45.021,35.361,55.295,46.324,54.379,49.611
327,34.05,55.225,62.3,39.297,46.429,72.269,53.267,51.727,47.441,32.775,63.083,58.347,70.892,53.196,31.821,41.854,44.562,34.415,36.118,54.25,57.23,55.681,41.325,33.5,35.75,32.556,51.508,48.765,50.276,45.014
328,34.438,48.537,62.783,43.516,57,70.385,42.983,55.432,47,31.494,56.292,45.747,66.676,51.118,34.417,44.208,42.719,29.695,43.618,57.135,60.475,56.583,37.312,34.614,44.896,34.278,52.869,46.676,40.655,44.389
329,33.25,64.95,77.983,43.781,48.857,82.038,45.65,44.682,45.765,34.831,58.646,57.507,59.865,49.49,30.607,48.604,41.453,34.098,33.912,64.558,53.869,58.736,36.263,32.75,57.354,25.444,49.574,40.618,53.138,43.278
330,32.987,69.188,80.567,41.531,48.619,99.558,44.083,52.75,47.912,31.584,56.448,50.88,54.892,52.784,29.976,42.938,43.891,35.5,34.735,62.481,53.23,54.444,40.737,29.023,54.542,36.028,54.869,49.132,54.517,45.028
331,35.938,73.3,74.917,48.953,41,93.404,41.317,52.523,51.235,33.888,64.875,49.133,55.973,67,26.798,40.083,45.625,35.598,35.765,64.192,58.885,59.667,39.225,29.023,47.104,34.389,64.213,40.103,57.862,49.528
332,36.075,61.088,60.467,58.781,49.714,91,45.1,54.932,49.853,37.483,62.5,47,58.973,91.216,32.583,44.896,40.453,33.366,40.559,66.115,49.148,53.25,38.037,29.773,50.792,36.917,58.328,47.088,59.621,42.139
333,73.963,54.3,54.983,53.953,51.524,83.712,39.367,44.432,47.941,34,75.583,51.893,54.351,80.294,27.429,47.5,43.781,39.378,37.941,75.75,55.639,56.917,41.775,30.477,41.021,37,56.164,49.735,56.569,49.528
334,89.45,68.375,68.633,55.312,59.714,83.962,39.25,59.955,55.324,29.461,102.823,48.467,49.324,61.765,31.738,47.958,47.734,36.671,35.324,69.212,56.459,53.222,40.162,31.773,44.75,30.278,59.574,44.559,63.879,45.25
335,83.238,74.113,66.25,46.688,46.476,69,40.817,50.455,46.588,26.584,95.344,46.373,53.135,54.392,28.774,39.979,44.25,31.024,31.294,62.077,45.951,57.889,35.375,30.614,35.562,40.444,61.213,47.912,55.276,48.889
336,62.388,63.025,62.483,50.906,51.905,80.462,40.2,51.568,47.618,35.82,74.219,46.16,58.054,54.863,29.583,41.667,41.781,36.561,70.206,63.327,46.475,63.986,42.4,28.614,41.542,35.306,52.016,40.412,54.69,41.667
337,61.925,53.562,60.733,44.625,51.476,79.596,44.35,53.682,45.088,30.202,78.49,50.067,51,48.922,35.762,43.25,38.047,36.537,79.647,61.865,47.131,60.639,38.225,24.432,45.646,31.139,46.328,49.676,61.793,49.319
338,54.575,58.65,64.617,46.891,49.095,77.788,42.65,46.114,46.176,35.764,66.333,47.053,59.919,49.98,31.857,47.083,41.297,31.207,71.471,75.231,50.066,53.625,33.713,30.023,35.104,34.25,50.639,46.647,58.224,45.569
339,46.075,76.213,60.167,39.312,39.667,79.154,37.933,47.205,50.853,31.483,65.51,47.533,48.297,42.922,32.988,40.708,39.734,35.573,68.529,59.327,43.607,56.5,35.912,27.773,37.229,33.667,55.984,52.897,50.724,47.222
340,60.562,80.375,51.983,43.344,45.619,80.885,39.617,54.727,45.029,32.337,67.021,44.773,50.108,47.725,33.762,39.896,41.25,35.561,56.324,52.115,44.164,54.681,38.763,32.5,39.604,39.306,59.033,46.397,57.379,45.847
341,79.812,72.175,60.533,41.641,42.381,74.058,36.55,48.955,37.706,29.517,63.406,48.933,62.486,47.196,31.25,45.771,37.016,37.915,52.176,52.423,50.344,56.319,34.6,28.364,42.229,35.222,64.41,44.235,57.138,52.194
