"Frame","ROI0","ROI1","ROI2","ROI3","ROI4","ROI5","ROI6","ROI7","ROI8","ROI9","ROI10","ROI11","ROI12","ROI13","ROI14","ROI15","ROI16","ROI17","ROI18","ROI19","ROI20","ROI21","ROI22","ROI23","ROI24","ROI25","ROI26","ROI27","ROI28","ROI29"
227,49.333,41.19,54.048,56.688,48.975,69.693,42.934,40.85,49.523,49.393,50.87,53.196,46.362,48.511,55.418,27.469,68.729,67.042,63.943,90.869,38.611,61.056,88.714,62.906,67.103,37.138,49.879,51.25,32.153,42.898
228,40.528,46.696,61.214,53.161,44.638,68.216,38.434,40.912,44.477,52.655,48.574,49.435,50.348,46.648,56.835,26.958,63.479,60.062,61.09,88.583,42.194,62.389,83.381,62.109,70.707,33.737,51.172,42.417,37.576,39.25
229,33.417,38.734,60.286,60.33,48.638,62.591,39.926,44.2,56.045,46.155,41.648,53.065,45.319,39.17,53.848,27.49,63.917,60.583,61.918,83.833,41.833,57.417,72.317,59.016,74.086,29.562,51.897,44.444,30.035,40.648
230,35.722,45.797,56.31,55.554,42.425,68.75,36.618,47.3,56.205,47.321,48.407,50.337,46.333,43.261,55.759,27.667,65.729,49.042,54.205,88,41.764,53.944,76.373,61.141,67.069,29.875,48.293,56.472,33.365,40.159
231,28.639,43.114,45.262,61.08,61.037,72.398,40.713,43.987,60.227,50.131,46.204,49.511,45.812,40.83,54.544,29.031,66.396,51.854,62.713,92.524,40.361,51.028,66.81,49.781,69.121,38.688,48.466,50.944,27.965,55.33
232,31.722,43.063,44,58.286,54.287,72.102,42.919,39.737,58.75,46.369,41.574,47.141,44.942,34.705,53.747,25.958,63.125,54.583,56.885,91.381,46.347,60.931,75.484,50.75,71.69,31.05,55.103,49.472,38.824,62.705
233,35.194,45.658,45.238,55.25,62.938,70.92,40.963,53.85,54.75,47.333,39,44.565,40,36.977,58.468,30.76,65.979,50.708,61.91,91.762,35.417,58.236,71.468,55.406,75.224,28.462,48.31,53.278,35.388,62.727
234,55.5,44.278,39.738,60.938,68.5,84.182,43.956,43.438,50.091,46.095,44.389,51.554,43.841,34.159,51.354,28.583,67.042,53.354,69.68,81.988,42.417,60.361,71.492,54.5,84.483,27.25,45.293,56.389,31.447,61.67
235,56.972,40.278,40.952,57.58,63.4,70.955,43.39,49.388,46.205,42.893,51.296,49.663,42.304,37.216,58.823,25,67.417,51.792,61.475,94.929,39.625,58,63.413,54.359,72.966,29.888,49.414,48.139,34.847,52.523
236,52.042,39.734,36.476,54.696,56.975,70.818,44.324,42.188,53.955,45.405,50.333,51.239,45.319,40.034,51.544,28.615,61.812,47.125,62.762,90.905,41.903,54.347,65.357,59.547,71.707,31.875,41.052,54.833,39.565,47.284
237,46.083,44.962,60.31,62.58,53.037,63.568,40.397,40.438,46.295,46.679,43.352,50.978,57.116,37.568,52.43,34.115,56.417,48.812,57.639,91.357,40.833,55.431,68.048,58.359,72.345,34.625,54.655,55.611,37.576,44.932
238,37.333,43.646,60.976,57.964,50.025,64.909,39.493,39.45,55.659,51,48.204,53.565,55.725,37.75,48.367,24.312,56.521,46.688,59.811,93.274,38.458,55.972,64.476,54.688,74.379,33.963,51.845,45.417,33.965,41.568
239,37.458,44.759,57,58.643,48.162,63.114,39.184,39.737,44.977,55.06,52.963,43.696,70.841,36.045,57.215,23.698,68.688,64.375,54.492,90.369,42.167,61.556,64,56,79.81,34.638,57.828,49,34.847,42.284
240,38.5,40.38,51.643,61.062,43.862,63.489,41.449,40.6,45.841,48.369,48.963,47.261,64.435,36.034,50.139,28.552,88.083,89.75,59.328,92.536,43.194,55.5,72.016,60.844,74.672,35.35,59.759,45.194,29.871,44.693
241,35.111,39,39.071,60.045,45.75,71.193,42.39,38.912,51.614,46.298,46.926,47.88,58.449,37.955,55.886,23.302,89.229,96.25,58.844,97,46.306,56.639,72.897,58.578,82.931,36.15,53.966,45.75,29.906,39.614
242,31.25,44.177,51.024,58.214,53.463,67.761,40.537,44.912,46.614,43.69,38.648,47.63,59.333,55.159,54.392,27.427,80.75,94.146,56.18,94.845,44.778,54.389,75.698,58.844,73.914,33.925,56.224,56.5,36.459,43.568
243,29.889,48.051,45.405,57.348,53.45,64.58,40.537,47.05,59.659,44.881,45.611,43.13,56.957,61.864,54.886,25.958,81.146,77.104,59.525,89.19,38.278,59.042,73.802,59.094,79.534,29.8,56.259,50.444,35.529,40.932
244,28.778,42.241,44.405,52.42,49.888,69.943,38.603,38.487,45.591,41.94,47.185,48.033,66.478,69.523,58.848,27.656,71.833,64.25,59.156,92.952,44.625,59.75,76.468,62.656,69.569,30.05,48.276,51.278,31.2,39.136
245,34.833,41.595,38.619,59.688,55.9,65.091,40.419,44.287,53.773,46.131,50.5,53.783,55.899,61.886,51.367,26.635,67.5,65.396,60.77,91.643,39.403,54.708,69.54,76.281,74.759,29.35,53.862,47.778,35.506,45.159
246,27.347,41.696,41.905,61.304,46.487,66.545,41.853,50.95,50.068,47.31,49.5,49.848,57.159,54.614,48.152,26.583,60.229,62.604,61.213,77.774,37.222,61.111,65.865,86.266,75.69,32.838,50.259,41.667,32.506,60.5
247,34.514,41.316,48.405,62.938,46.275,70.557,39.11,41.1,57.614,38.5,44.648,46.522,53.29,44.011,46.772,28.552,61.958,53.938,56.238,86.571,44.778,56.708,90.73,78.875,80.914,31.663,50.707,49.694,34.012,65.284
248,33.083,44.38,38.143,62.973,67.35,70.75,42.934,42.675,62.886,47.726,46.241,44.478,59.116,42.42,55.165,22.302,61.417,57.604,65.107,88.976,36.972,52.222,90.69,76.062,60.379,31.45,47.155,50.389,29.824,65.602
249,29.389,39.582,42.262,60.982,55.5,75.602,37.596,38.625,48.75,49.179,42.981,56.38,46.391,30.545,60.696,26.875,69.75,47.875,66.18,90.25,37.514,54.194,93.968,69.969,79.638,31.888,47.759,52.472,33.612,61.932
250,36.861,41.759,44.238,54.777,52.688,65.852,45.132,45.438,54.25,46.31,43,53.37,46.812,39.33,50.709,28.719,62.375,52.688,57.131,91.94,45.792,51.417,93.929,65.328,77.172,31.562,50.672,48.944,33.776,57.33
251,32.736,39.81,37.857,62.357,53.225,73.705,37.382,46.1,54.795,46.56,42.611,51.565,49.174,37.352,56.329,27.708,71.812,56.417,64.205,87.405,41.486,60.333,79.325,60.953,74.517,31.825,55.121,45.861,32.765,55.023
252,35.056,41.051,48.476,60.509,49.213,76.273,42.757,47.9,45.568,51.571,45.315,55.12,47.116,36.125,63.089,30.615,66.542,51.833,59.836,93.06,38.181,50.194,80.365,60.5,78.121,32.875,63.103,43.056,34.753,44.705
253,29.083,40.063,41.857,60.67,59.875,67.682,38.162,45.9,52.182,45.06,42.667,47.293,41.478,37.364,56.81,27.604,76.021,52.896,58.713,88.226,42.069,57.542,77.571,53.391,66.052,32,45.19,55.722,32.871,41.898
254,34.514,40.975,44.286,60.491,54.95,63.602,41.39,41.537,51.205,48.357,42.537,57.065,49.623,40.773,53.329,29.438,72.25,50.5,58.869,83.548,40.986,62.667,72.175,51.484,73.31,26.85,46.569,53.056,36.118,44.216
255,28.319,43.43,55.119,60.679,54.638,67.716,46.529,45.612,54.409,47.833,50.796,70.283,45.058,39.659,53.114,26.688,73,52.188,58.426,98.476,39.875,59.444,70.317,62.359,71.517,30.3,57.034,63.028,32.035,36.091
256,28.833,55,57.048,57.411,55.763,73.943,40.066,40.737,52.114,46.607,43.426,64.065,47.565,38.92,54.772,26.698,61.333,48.958,59.926,90.119,42.917,56.181,66.921,60.875,73.431,27.538,55.638,51.139,33.729,41.545
257,30.056,58.19,65.857,58.232,48.588,67.466,41.11,40.862,54.636,53.298,40.833,57.283,43.087,32.273,53.684,26.25,57.458,48.562,61.926,86.083,41.056,62.375,71.341,52.609,70.414,28.038,45.121,45.861,32.282,39.318
258,33.139,55.203,43.333,63.902,46.638,63.375,43.426,37.375,55.5,42.786,52.537,54.859,47.348,36.545,51.241,29.76,73.333,68.146,60.689,92.179,43.472,57.722,65.627,54.844,72.552,32.612,56.017,52.056,38.929,42.273
259,31.569,48.215,38.143,63.089,44.2,70.08,42.618,45.088,50.409,44.107,52,48.087,45.42,40.216,56.051,48.292,75.833,80.729,63.541,90.238,40.208,56.944,66.873,51.203,71.793,31.188,49.155,60.167,35.894,40.057
260,32.667,40.873,37.976,55.652,52.037,66.852,41.081,41.338,51.614,42.714,48.148,50.848,39.623,40.284,52.722,49.917,84.104,86.083,61.533,89.75,44.778,55.431,62.389,55.078,72.224,27.812,48.638,54.389,37.059,40.67
261,52.986,40.835,49.167,62.143,65.963,73.716,42.934,40.338,48.477,43.512,49.926,52.576,42.058,41.307,50.772,40.427,79.458,84.479,59.18,87.357,48.278,54.167,68.532,52.484,67.086,31.962,41.828,49.972,33.165,41.591
262,58.167,42.924,47.81,55.643,55.662,69.341,41.015,42.75,55.318,44.345,46.037,53.315,50.652,43.898,45.975,41.052,76.417,73.875,54.23,95.333,41.903,54.403,81.81,54.047,71,26.875,43.828,41.694,40.059,50.75
263,60.972,46.076,39.786,59.214,53.5,68.443,41.279,39.65,55.227,52.929,54.5,46.424,44.623,35.909,56.987,34.188,62.604,69.458,60.672,96.286,45.958,63.528,87.024,57.609,66.776,38.912,60.086,49.972,35.259,65.08
264,37.569,50.152,38.714,60.304,49.05,71.284,41.176,42.688,52.705,45.357,42.333,49.478,49.913,34.091,50.557,29.521,73.583,59.104,60.049,104.262,42,56.917,84.437,53.297,73.224,33.325,56.069,43.778,37.612,59.386
265,41.708,40.342,42.595,64.473,49.537,70.193,43.103,43.6,62.523,44.607,39.759,52.359,44.71,36.943,49.684,31.688,63.812,63.333,58.795,92.143,43.514,54.917,76.603,63.203,61.672,36.225,52.914,60.667,31.388,66.227
266,37.153,38.443,39.452,57.464,47.15,67.932,40.463,44.787,47.409,43.131,46.056,47.326,41.377,35.943,55.671,28.49,62.625,55.812,62.139,99.429,46.25,56.889,69.413,64.297,69.086,35.388,50.086,46.972,31.424,66.648
267,35.403,45.443,41.571,57.527,50.463,71.943,43.316,41.612,58.591,46.905,52.37,47.087,43.957,35.591,50.557,30.406,60.958,55.958,58.287,100.774,39.292,59.111,64.738,64.656,74.241,30.962,52.207,48.917,33.859,57.352
268,28.653,45.127,41.19,58.134,39.763,73.023,42.757,44.075,54.364,50.44,51.741,50.054,40.406,40.08,56.468,30.406,66.333,47.792,54.492,94.655,41.708,54.083,76.873,64.828,69.345,32.787,49.362,50.833,34.953,56.466
269,27.958,38.62,43.405,59.661,45.888,75.636,43.978,42.5,50.045,45.905,52.556,51.902,49.014,39.682,57.152,26.729,59.042,54.188,56.631,99.107,40.139,54.847,75.643,68.125,67.793,28.938,39.466,48.056,34.553,46.989
270,32.833,34.823,39.595,57.527,45.763,67.011,40.544,45.775,57.659,44.417,48.685,48.522,59.188,42.045,58.329,29.594,62.75,48.229,57,91.024,41.333,55.917,74.032,66.766,68.517,32.025,42.138,58.083,33.212,42.216
271,35.75,40.962,42.595,58.25,42.662,71.034,46.765,46.838,52.341,46.774,41.815,48.467,59.087,40.33,55.43,27.135,62.417,42.125,57.164,98.833,44.625,59.653,71.849,63.969,68.276,29.438,41.966,46.944,33.424,39.67
272,33.667,46.456,42.429,57.92,42.112,70.409,41.816,43.312,50.75,47.631,42.648,47.457,56.232,32.659,52.101,30.49,60.042,47.271,51.287,95.274,39.569,56.389,71.27,62.109,59.569,28.288,43.552,44.667,34.247,44.602
273,26.764,43.304,35.095,62.893,48.463,73.409,41.515,42.312,64.023,43.881,51.278,48.63,56.507,40.773,54.608,30.677,57.25,48.542,57,92.607,43.139,47.819,75.96,71,68.483,29.95,40.328,46.667,36.353,40.341
274,33.403,43.316,39.738,57.018,56.45,75.784,36.449,35.763,56.659,45.893,41.5,47.772,60.609,40.568,49.494,25.375,61.771,46.938,58.984,89.726,41.389,55.653,59.976,69.891,72.379,27.062,38.121,46.278,31.553,38.398
275,32.611,45.114,43.595,56.455,56.175,68.045,43.118,40.112,55.818,45,48.593,54.489,60.159,33.545,49.785,27.688,69.062,45.333,58.484,89.321,43.944,62.917,66.841,72.609,65.569,31.125,37.328,49.389,34.8,41.989
276,33.361,46.063,35.548,58.411,59.575,76.636,38.853,43.037,61.795,43.286,48.185,58.326,64.725,39.045,54.418,29.885,65.396,48.75,54.91,93.381,49.014,57.75,62.278,68.797,68.862,27.225,44.138,57.167,32.624,55.636
277,31.75,37.076,32.238,58.875,58.45,76.307,40.324,45.325,58.159,44.798,49,47.902,52.754,51.966,57.025,25.198,68.312,48,59.426,90.881,41.069,60,64.952,56.094,63.466,36.95,48.103,49.333,32.635,66.193
278,52.861,40.304,35.286,53.571,54.662,78.114,47.015,39.987,57.705,47.571,46.889,52.413,48.797,55.943,53.747,33.458,74.104,87.188,60.41,105.643,44.486,56.458,59.111,61.031,69.69,30.55,49.241,45.778,30.965,64.841
279,42.958,39.861,41.929,55.223,51.862,75.455,36.875,42.475,53.455,43,39.167,46.587,54.652,57.534,51.924,27.417,88.771,86.729,59.164,84.798,45.25,53.333,63.817,57.078,75.362,31.812,49.431,47.111,30.671,59.875
280,38.042,41.848,38.786,55.455,45.013,72.852,41.603,42,54.75,48.25,41.444,53.348,47.159,46.114,49.861,24.458,71.521,79.854,59.631,91.119,44.347,52.681,68.063,56.828,67.483,32.775,47.19,55.833,35.541,49.83
281,39.75,45.278,48.405,60.455,62.537,75.773,37.971,45.138,60.136,43.857,39.722,47.522,54.275,40.352,56.456,31.573,76.875,69.667,55.893,94.595,49.875,60.167,64.81,63.047,74.224,31.25,45.69,45.222,31.012,50.341
282,33.542,52.354,60.452,62.839,55.088,76.864,41,41.662,48.545,46.714,43.593,52.326,48.87,36.534,54.354,26.885,67.479,69.979,58.197,86.726,47.361,49.847,68.484,57.781,65.241,30.125,49.948,56.111,32.447,47.977
283,35.208,39.532,50.333,57.045,49.562,65.125,40.375,44.112,57.432,47.536,39.056,54.75,51.449,39.295,54.873,25.521,56.771,53.438,56.975,95.774,38.972,57.639,70.119,49.203,69.776,28.337,45.931,45.472,30.071,44.943
284,39.111,41.392,51.69,59.17,51.025,67.92,37.368,38.625,49.341,46.536,39.167,55.696,49.029,36.011,53.544,25.292,66.271,64.5,60.303,96.44,45.333,61.056,68.754,61.453,75.914,25.112,46.741,46.083,31.035,35.739
285,31.847,48.696,43.262,57.812,47.8,66.227,40.125,45.425,56.523,46.595,43.981,49.402,44.667,33.557,53.139,24.427,56.25,58.646,55.721,95.512,42.222,53.611,61,59.234,74.431,28.062,52.293,54,31.647,43.58
286,33.361,51.013,40.405,54.607,42.513,70.148,38.904,44.325,65.318,48.964,39.926,53.011,46.913,38.83,54.342,26.125,69.75,52.375,52.156,99.083,46.167,56.903,67.786,65.219,65.828,27.925,48.362,50.972,33.918,41.955
287,25.306,42.203,47.714,54.491,48.6,70.773,40.132,38.263,49.682,46.667,41.685,50.076,44.13,38.534,50.418,27.615,60.292,60.562,56.402,86.56,42.569,58.083,68.31,61.953,67.793,29.438,49.741,48.333,31.941,37.227
288,35.347,42.608,53.381,57.509,55.975,67.693,40.059,41.925,58.023,44.714,48.167,49.902,41.362,36.989,49.734,24.229,67.854,52.208,56.943,87.155,42.042,48.278,65.143,65.719,70.397,28.175,46.517,52.028,34.941,61.75
289,32.097,41.557,52.095,60.58,59.388,67.261,39.404,43.013,47.091,43.512,53.722,46.424,43.478,36.568,52.62,29.583,61.417,51.25,58.434,85.226,41.833,54.083,67.056,63.328,66.897,35.838,51.552,60.833,32.318,67.841
290,28.583,42.481,52.19,57.768,43.888,70.648,38.478,37.388,45.977,48.786,44.556,44.924,46.464,36.443,54.367,25.646,69.792,52.583,52.984,91.202,38.917,51.931,66.571,56.266,78.948,30.688,46.793,58.583,30.106,67.102
291,29.75,41.013,56.762,56.982,49.688,68.943,41.985,39.588,58.068,45.214,46.889,51.848,48.507,37.193,48.835,25.146,57.417,58.333,60.697,91.952,43,65.486,68.667,55.547,73.776,31.737,45.483,58.222,35.294,53.92
292,25.542,36.089,49.286,65.527,62.838,62.511,38.838,46.275,57.955,49.012,41.037,54.054,59.449,35.67,55.962,27.74,77.917,80.896,60.492,95.321,39.042,57.792,67.04,50.969,68.69,29.538,47.241,50.722,29.635,48.477
293,34.875,43.519,41.19,60.08,58.375,82.455,36.801,35.188,52.727,47.571,46.315,53.424,67.913,35.625,58.62,27.646,64,68.333,57.189,91.536,40.236,55.806,61.27,58.531,69.241,28.125,51.328,57.25,35.341,46.557
294,34.569,47.114,36.167,57.812,61.112,73.023,38.36,39.125,58.932,46.44,36.296,58.359,51.377,39.648,52.367,27.458,78.583,81.333,54.533,93.5,45.556,55.611,66.349,50.375,74.707,30.763,51.966,56.778,30.788,41.875
295,31.792,38.658,40.571,53.857,56.15,67.239,37.096,35.75,46.614,47.202,44.815,54.304,55.551,30.602,49.354,30.062,68,58.583,56.246,82.881,48.222,57.111,66.873,54.562,71.534,33.912,51.414,53.583,33.788,46.92
296,30.625,44.266,43.952,55.598,51.237,73.523,38.551,42.037,50.455,39.905,42.537,59.891,47.203,39.045,52.734,25.833,75.688,51.458,51.721,88.488,40.208,58.472,73.143,60.109,75.276,28.475,53.759,61.361,33.706,41.511
297,36.097,47.139,42.476,56.179,42.638,70.205,42.059,37.7,44.591,44.083,52.111,56.13,52.406,39.375,54.139,29.323,71.271,65.021,58.639,84.369,48.194,54.528,73.405,55.859,69.017,28.875,45.431,40.583,32.271,39.034
298,32.528,42.772,44.69,55.143,49.7,65.284,37.581,42.75,50.023,47.31,49.426,55.011,51.536,37,53.025,25.542,68.771,51.812,55.631,83.619,43.375,61.528,72.619,55.594,70.431,34.388,47.379,51.528,34.224,36.057
299,59.111,37.076,43.833,56.589,48.975,66.92,43.169,37.287,57.75,47.548,45.759,50.109,47.116,47.227,51.025,24.26,64.979,59.458,55.697,85.988,40.417,57.194,81.651,63.703,72.621,32.062,46.517,55.222,32.212,39.511
300,51.139,40.519,42.548,55.848,56.963,72.216,40.846,40.287,55.182,43.036,50.111,53.38,46.449,58.227,56.557,25.323,56.75,45.292,59.984,97.643,40.056,56.778,96.563,52.203,65.414,26.138,50.224,56.028,31.341,37.114
301,66.764,96.152,70.69,84.554,77.325,91.409,57.515,48.75,93.909,70.464,69.537,119.674,58.768,66.92,59.456,42.583,84.042,91.333,96.344,113.69,74.028,95.667,145.095,94.375,129.69,70.8,66.328,81.833,48.118,77.739
302,75.069,137.291,115.024,108.08,95.113,128.045,74.434,72.863,110.432,80.488,85.741,149.967,80.739,98.045,68.886,63.448,91.979,115.521,104.295,146.917,84.972,120.153,160.143,150.031,178.241,72.25,77.776,116.083,53.682,73.682
303,78,149.81,99.476,109.777,96.025,119.739,98.654,85.812,106.795,98.298,97.833,142.62,81.116,102.659,76.911,64.667,108,115.771,105.5,162.381,90.653,127,160.81,157.984,204.241,79.812,95.103,146.306,101.6,85.227
304,80.153,141.266,107.19,122.062,93.412,128.318,99.603,81.287,125.773,92.786,111.148,148.402,77.957,107.08,73.886,61.062,109.396,119.042,116.754,155.702,92.264,123.25,168.183,157.531,215.586,82.113,97.19,158.75,95.212,83.011
305,72.403,144.139,94.405,130.304,103.463,134.386,93.735,81.4,119.545,89.857,103.537,151.12,74.42,108.761,74.354,61.51,110.062,108.5,123.09,169.381,95.486,121.792,165.524,152.125,207,78.925,88.397,145.583,104.812,76.909
306,79.667,137.481,86.738,129.839,101.037,132.341,93.154,81.425,132.364,103.024,102.389,148.489,71.42,105.318,81.797,69.667,114.833,107.958,126.992,172.31,100.306,137.361,172.524,152.797,226,85.925,98.431,155,93.282,83.295
307,70.417,138.608,104.381,131.17,103.613,129.773,93.64,77.35,134.636,94.607,102.722,145.457,69.464,109.455,74.608,65.812,116.417,108.896,123.549,189,95.167,137.639,165.468,157.344,223.621,85.312,98.362,148.944,96.941,68.489
308,77.139,142.152,109.071,128.098,96.037,139.102,83.75,84.537,121.909,109.095,109.278,151.098,74.348,119.352,88.101,71.729,105.354,114.958,122.402,179.881,86.306,130.5,168.008,156.125,222.224,86.012,91.724,173.028,102.671,76.409
309,72.444,140.127,100.952,139.536,101.412,136.648,82.882,78.575,138.864,102.345,105.204,152.283,73.783,104.33,91.873,70.812,112.188,113.458,124.115,194.167,90.111,136.819,165.817,151.203,215.655,78.912,94.034,166.556,97.212,77.182
310,78.042,140.43,95,128.152,106.55,134.261,75.676,74.175,141.705,97.333,106.704,143.913,82.913,108.114,85.747,70.406,119.688,107.833,129.057,187.25,95.514,130.375,169.595,160.953,219.103,85.488,97.103,166.139,98.224,71.227
311,76.292,137.975,102,130.92,97.375,138.818,75.221,78.438,141.727,103.762,98.37,149.674,71.565,105.193,87.165,70.562,124.083,106.646,117.549,187.452,92.056,121.722,172.341,170.047,229.845,80.188,98.724,166.75,94.141,76.466
312,68.597,122.848,105.119,131.107,93.963,119.989,80.132,73.787,136.318,102.548,94.278,144.739,73.638,107.943,88.089,71.917,107.917,101.292,122.082,191.762,86.958,125.347,165.071,147.984,220.672,91.588,98.276,165.25,93.224,79.682
313,74.708,137.177,100.262,132.188,104.4,125.534,76.566,68.787,141.727,105.81,81.704,142.022,79.42,108.364,87.127,73.021,115.438,94.292,123.795,194.655,91.833,128.722,167.532,166.359,216.172,83.637,99.19,171.444,97.271,78.443
314,64.792,142.595,96.333,129,99.213,123.136,74.419,79.963,140.432,107.762,85.815,139.478,75.754,106.136,94.557,67.333,107.521,107.188,121.148,182.107,98.083,124.25,171.198,163.828,222.552,83.225,93.103,167.778,94.353,71.114
315,70.806,135.835,104.071,130.054,106.425,131.75,70.485,73.812,138,108.024,99.296,142.359,77.71,101.307,87.709,71.75,106.729,99.458,111.484,186.155,89.319,124.306,165.246,154.578,223.69,82.275,99.638,161.139,90.741,77.966
316,67.861,127.709,105.167,135.857,94.7,123,68.059,73.2,137.205,101.893,93.907,149.978,77.072,116.341,95.19,70.26,113.958,101.125,126.713,185.821,92.306,124.292,162.294,154.75,220.983,84.463,90.414,164.389,90.835,71.33
317,71.736,138.81,93.357,139.938,89.113,125.5,76.14,68.463,143.5,102.988,99.037,147.098,75.812,102.67,90.076,73.365,103.646,103.208,131.172,185.786,87.931,125.194,169.873,164.891,224.845,84.162,101.897,159.389,85.565,74.705
318,66.653,132.456,102.929,139.196,100.475,117.659,67.294,72.075,135.818,107.179,89.463,150.283,77.159,99.023,95.329,77.688,111.021,101.25,124.762,183.357,93.222,126.194,165.722,158.969,213.569,84.887,103.759,159.583,86.553,75.398
319,69.069,136.962,106.881,140.223,92.525,127.08,69.993,71.988,153.773,101.774,101.833,139.641,80.58,105.114,89.329,70.74,113.896,103.896,122.393,177.893,96.556,115.139,160.897,165.297,215.448,80.725,104.414,173.528,79.541,70.227
320,72.458,141.127,93.19,141.116,97.5,116.523,71.662,69.85,138.409,109.131,90.519,151.446,89.406,101.398,92.038,66.052,100.667,103.188,119.656,175.845,91.431,110.986,159.54,148.984,211.793,82.812,106.328,162.806,74.365,67.057
321,65,135.329,98.214,136.768,95.2,123.261,66.831,73.863,141.818,93.405,86.37,148.75,81.043,110.92,93.43,69.906,108.688,95.188,126.713,168.238,92.361,98.972,159.73,153.906,210.224,84.037,96.414,164.083,76.165,77.864
322,72.319,131.329,103.429,147.277,93.2,115.636,64.897,75.2,150.318,105.56,92.87,151.054,79.826,102.932,87.494,65.208,109.062,107.354,117.107,167.536,89.556,107.806,159.373,154.562,209.983,87.85,99.19,170.5,80.318,68.102
323,64.681,129.329,113.119,136.723,97.562,122.352,64.353,72.95,131.25,104.119,92.444,147.978,88.681,112.898,88.62,69.406,103.125,110.958,115.451,172.917,99.25,107.347,159.54,157.484,221.328,81.713,100.31,165.25,61.918,73.25
324,71.847,135.696,101.81,131.938,86.037,123.636,72.515,75.55,139.273,98.857,92.759,141.761,85.71,98.795,90.392,64.667,101.021,89.646,121.107,170.631,88.792,106.028,164.627,152.25,203.897,85.175,88.845,156.278,63.859,70.466
325,66.792,137,108.286,140.232,93.262,117.295,66.022,75.375,127.455,105.262,82.222,142,77.942,104.932,96.051,62.479,110.021,108.729,125.459,169.512,89.458,102.083,158.024,164.234,206.655,88.375,99.19,163,58.918,75.273
326,68.514,136.481,104.714,133.045,98.287,117.409,66.007,61.862,136.886,102.048,98,146.804,81.275,105.466,94.696,65.333,109.438,98.562,115.262,160.726,93.056,100.028,163.437,162.875,201.655,83.637,102.707,147.778,60.965,73.091
327,68.889,132.582,102,138.536,98.062,119.534,60.89,62.237,139.818,94.702,98.204,142.978,81.217,110.08,98.177,60.229,94.854,93.167,122.475,168.964,88.667,109.472,156.738,156.531,205.466,83.95,99.534,157.361,56.482,67.466
328,67.583,132.443,106.881,132.223,101.625,113.841,69.456,72.912,139.614,113.44,96.648,139.587,81.638,94.818,88.354,69.094,100.5,108.583,116.943,159.869,91.819,99.597,157.849,161.062,213.983,78.3,100.241,163.583,58.082,66.92
329,67.069,135.835,96.452,145.223,92.613,108.477,57.434,64.363,140.068,102.274,95.352,136.337,78.42,104.625,90.633,68.219,96.708,101.333,109.066,168.155,89.417,90.333,153.683,168.812,217.466,83.7,86.379,166.111,52.4,58.398
330,65.514,131.392,92,127.955,96.213,117.261,58.934,64.55,142.159,99.976,94.815,140.989,82.522,103.034,90.114,71.917,103.875,104.208,109.393,156.631,91.611,97.667,164.69,158.812,209,82.975,101.845,142.833,52.118,70.614
331,73.5,141.671,100.69,130.357,96.525,120.341,65.728,62.825,131.159,104.012,100.926,132.859,76.464,105.614,94.608,73.156,104.458,100.479,109.582,151.476,83.347,103.056,158.929,165.188,207.793,79.825,99.259,166.028,53.518,63.83
332,69.667,138.57,106.095,131.259,100.7,114.386,65.051,66.5,129.386,97.143,92.204,136.087,76.493,104.136,92.582,68.281,103.042,100.542,111.541,149.464,90.319,98.736,146.706,164.375,199.534,87.588,90.362,153.861,43.271,64.182
333,70.292,125.937,101.976,132.054,94.225,112.75,64.081,67.713,128.795,100.369,88.185,141.674,81.333,106.636,85.582,64.271,109.042,86.875,110.877,164.155,93.181,103.75,163.198,159.453,205.81,85.95,105.431,157.25,49.353,64.693
334,69.903,129.051,112.381,128,99.85,107.409,66.713,60.388,144.273,102.44,102.13,135.957,80.362,102.341,87.089,68.188,88.708,100.354,117.713,142.012,86.556,95.083,154.873,166.078,185.724,85.825,103.552,152.861,44.776,60.341
335,70.403,134.342,100.5,134.366,89.537,104.341,65.522,71.037,127.523,106.893,95.685,143.141,83.667,108.023,87.633,56.427,98.812,100.167,110.385,160.381,93.889,103.458,152.738,163.297,202.862,90.738,91.362,162.917,48.729,68.42
336,69.278,136.038,96.5,131.277,95.338,112.761,65.721,61.975,119.932,89.905,92.796,130.402,86.594,97.364,92.747,58.552,93.229,85.688,108.066,143.524,90.139,90.194,153.762,159.547,205.086,83.8,93.672,148.639,45.482,60.261
337,67.431,134.278,107.31,133.679,98.425,107.932,67.147,60.45,114.409,97.988,82.87,141.109,77.159,98.193,103.873,60.24,95.792,97.021,109.049,151.488,87.681,102.25,160.905,154.875,208.621,85.4,95.086,164.028,43.153,60.489
338,70.625,124.873,100.119,128.625,100.613,109.284,60.706,63.237,131.636,95.905,88.13,144.196,87.783,102.114,100.722,74.938,107,103.729,109.254,149.881,96.25,100.389,155.302,162.734,203.379,82.125,89.121,150.222,42.624,68.761
339,65.069,129.203,96.452,129.741,97.95,113.864,62.485,61.45,135.295,95.476,88.648,149.826,79.812,102.83,91.595,63,106.875,96.792,103.607,155.524,91.319,94.847,153.008,173.5,208.31,83.238,94.172,152.472,37.824,61.352
340,64.556,125.165,95.095,126.366,95.438,112.307,65.368,64.262,128.795,95.857,89.741,143.587,87.536,101.364,96.177,63.573,113.583,101.604,105.68,152.607,88.958,87.583,150.389,161.516,201.81,88.9,96.655,149.806,41.012,61.773
